date,area,rooms,floor,total_floors,year_built,orientation,district,subdistrict,community,price_per_sqm,total_price,dist_metro_m,school_rank,lat,lon,neigh_price,source,title
2015-06-07,58.9,3,3,7,2002,东西,海淀区,xierqi,曙光花园,55009,3242458,100,0,39.94044112541449,116.2694387564826,46014,mock,曙光花园 3室3厅
2015-06-13,97.5,3,1,7,2012,东南,海淀区,zhongguancun,博雅西园,52806,5146175,564,0,39.924900036551605,116.30545722424768,55341,mock,博雅西园 3室3厅
2015-06-15,80.4,2,15,11,2018,南,海淀区,shoujingmao,紫金庄园,58929,4736329,605,0,39.9223771295209,116.27883041683548,61056,mock,紫金庄园 2室2厅
2015-06-21,41.7,3,7,27,2012,南,海淀区,xierqi,博雅西园,53851,2246435,365,0,39.97414419656664,116.27299292195684,52384,mock,博雅西园 3室3厅
2015-06-24,87.7,1,26,6,2002,东西,海淀区,xierqi,曙光花园,55149,4835892,100,0,39.9236043901013,116.26953020028758,57361,mock,曙光花园 1室1厅
2015-07-05,87.4,1,8,26,2002,东南,海淀区,xierqi,万城华府,64654,5647923,219,0,39.933782977020996,116.26197429695375,65189,mock,万城华府 1室1厅
2015-07-06,84.5,4,11,8,2002,西南,海淀区,shangdi,美丽园,59980,5067538,118,0,39.931424809761495,116.29019720945155,68591,mock,美丽园 4室4厅
2015-07-06,76.1,2,4,27,2020,南,海淀区,shangdi,上地西里,51871,3948042,951,0,39.92937702257299,116.26320532061229,61127,mock,上地西里 2室2厅
2015-07-18,63.5,4,9,25,2008,东南,海淀区,zhongguancun,上地西里,49752,3160987,1501,0,39.95873615462351,116.30607263284293,47676,mock,上地西里 4室4厅
2015-07-20,109.5,2,12,26,2002,东南,海淀区,shoujingmao,紫金庄园,61954,6783053,657,0,39.97052093969041,116.27896280838462,65401,mock,紫金庄园 2室2厅
2015-07-23,72.6,1,5,21,2008,北,海淀区,zhongguancun,涧桥泊屋,59410,4312029,100,0,39.94783940788787,116.26584026099756,64087,mock,涧桥泊屋 1室1厅
2015-08-05,104.9,4,4,11,2018,南北,海淀区,xierqi,世纪城,53328,5594755,579,0,39.92858968146867,116.28946296883656,52377,mock,世纪城 4室4厅
2015-08-09,130.9,3,16,12,2005,东南,海淀区,haidian,万柳书院,61485,8046349,169,0,39.94087811996931,116.27814362041327,57804,mock,万柳书院 3室3厅
2015-08-13,73.4,2,19,11,2008,南,海淀区,balizhuang,当代城市家园,65002,4773456,301,0,39.96243380573867,116.29606677008657,65067,mock,当代城市家园 2室2厅
2015-08-13,115.7,3,11,18,2020,东南,海淀区,balizhuang,上地西里,62805,7266091,137,0,39.9324256950906,116.25913966713976,64294,mock,上地西里 3室3厅
2015-08-16,125.7,3,9,26,2018,南北,海淀区,shoujingmao,紫金庄园,60429,7597263,100,0,39.93395819830321,116.29501564764524,64368,mock,紫金庄园 3室3厅
2015-08-16,81.4,2,22,29,1998,东西,海淀区,shoujingmao,世纪城,67514,5493768,215,0,39.97867122161011,116.26203387957528,73434,mock,世纪城 2室2厅
2015-08-20,86.9,1,20,27,2012,西南,海淀区,balizhuang,涧桥泊屋,56970,4952175,140,0,39.940982193784755,116.29647921187087,51736,mock,涧桥泊屋 1室1厅
2015-08-22,77.5,2,5,30,2002,东西,海淀区,xierqi,曙光花园,53947,4180140,100,0,39.92331994322981,116.26188784450942,52062,mock,曙光花园 2室2厅
2015-08-23,91.9,2,23,18,2012,东西,海淀区,balizhuang,万城华府,58764,5400142,1385,0,39.96128180061051,116.30021783245424,59042,mock,万城华府 2室2厅
2015-09-01,109.7,2,15,24,2015,东西,海淀区,zhongguancun,华清嘉园,53702,5888999,534,0,39.92420608881605,116.30187248049492,39226,mock,华清嘉园 2室2厅
2015-09-10,87.5,3,17,15,2018,南,海淀区,zhongguancun,博雅西园,53485,4681227,120,0,39.92525547784436,116.25539497469158,46276,mock,博雅西园 3室3厅
2015-09-10,78.6,2,2,14,1998,西南,海淀区,shoujingmao,曙光花园,55363,4351036,1225,0,39.949107914462864,116.30842683005874,59651,mock,曙光花园 2室2厅
2015-09-23,76.4,4,18,30,2020,东南,海淀区,zizhuyuan,涧桥泊屋,67674,5170732,372,0,39.965888588054185,116.26049031763563,71763,mock,涧桥泊屋 4室4厅
2015-09-26,54.8,1,1,17,1998,南,海淀区,haidian,华清嘉园,53733,2945819,365,0,39.937552425708894,116.29103360128666,60409,mock,华清嘉园 1室1厅
2015-09-30,115.8,2,11,27,2012,东西,海淀区,wudaokou,博雅西园,72307,8376530,336,0,39.94182353126814,116.29539231500972,76613,mock,博雅西园 2室2厅
2015-10-05,117.7,2,5,18,2012,南,海淀区,zhongguancun,涧桥泊屋,65567,7716331,143,0,39.96249032531872,116.25404103608813,66538,mock,涧桥泊屋 2室2厅
2015-10-05,124.7,1,1,7,2020,东西,海淀区,balizhuang,美丽园,58451,7287492,132,0,39.94765212411618,116.29027826541386,57682,mock,美丽园 1室1厅
2015-10-09,123.5,3,9,13,2015,南北,海淀区,wudaokou,郦城,55257,6824834,1470,0,39.95623243470958,116.2940989782978,56411,mock,郦城 3室3厅
2015-10-14,102.3,2,7,24,2005,南北,海淀区,xierqi,曙光花园,58464,5980451,100,0,39.92644485952618,116.25606982869105,60935,mock,曙光花园 2室2厅
2015-10-23,117.8,1,8,26,2012,西南,海淀区,shoujingmao,世纪城,57533,6778717,113,0,39.96144078626888,116.2858065851977,61225,mock,世纪城 1室1厅
2015-10-24,72.1,2,26,10,2015,北,海淀区,xierqi,华清嘉园,61210,4413344,488,0,39.97430468766767,116.27607645923203,65164,mock,华清嘉园 2室2厅
2015-10-28,119.0,3,24,11,2008,东西,海淀区,balizhuang,华清嘉园,58665,6982433,233,0,39.939853361779356,116.27692665442989,57168,mock,华清嘉园 3室3厅
2015-10-28,125.8,1,1,20,1998,东西,海淀区,zhongguancun,观山园,60514,7610211,1264,0,39.94394211905855,116.30038809639987,52396,mock,观山园 1室1厅
2015-10-31,108.0,3,16,19,2018,南北,海淀区,haidian,万柳书院,63747,6886543,100,0,39.96871170198996,116.2931344166763,61276,mock,万柳书院 3室3厅
2015-11-03,81.2,2,26,24,2018,南北,海淀区,zhongguancun,涧桥泊屋,65514,5318683,100,0,39.960316633150924,116.27756899806302,63395,mock,涧桥泊屋 2室2厅
2015-11-14,56.3,2,27,22,1998,南北,海淀区,shangdi,博雅西园,51404,2892294,100,0,39.94025691028422,116.30657458223475,52479,mock,博雅西园 2室2厅
2015-11-23,85.5,4,25,17,2012,东南,海淀区,xierqi,涧桥泊屋,63598,5435683,1002,0,39.977055715670154,116.2846273551623,60595,mock,涧桥泊屋 4室4厅
2015-11-29,102.0,2,18,11,2012,北,海淀区,wudaokou,观山园,56389,5751504,287,0,39.96292286103072,116.30839565298183,58433,mock,观山园 2室2厅
2015-12-06,85.4,2,13,27,2012,东南,海淀区,haidian,万柳书院,50849,4342328,119,0,39.92155376421497,116.2671127046792,53992,mock,万柳书院 2室2厅
2015-12-09,126.2,2,8,7,2015,南北,海淀区,wudaokou,美丽园,55662,7025143,100,0,39.94627399322858,116.30063960831652,53058,mock,美丽园 2室2厅
2015-12-09,77.7,2,19,23,2005,北,海淀区,haidian,万城华府,48730,3786510,141,0,39.97201646256983,116.29480459846789,56563,mock,万城华府 2室2厅
2015-12-10,47.0,2,11,13,1998,南北,海淀区,xierqi,曙光花园,70346,3304509,181,0,39.97616878012593,116.25329429345464,60732,mock,曙光花园 2室2厅
2015-12-15,124.7,2,27,14,1998,东西,海淀区,shoujingmao,上地西里,56830,7086255,434,0,39.92711015741589,116.26733309633455,60551,mock,上地西里 2室2厅
2015-12-15,60.3,2,7,11,2005,东南,海淀区,zizhuyuan,上地东里,62746,3785715,262,0,39.92703849133775,116.25751114753216,65203,mock,上地东里 2室2厅
2015-12-22,78.4,2,21,8,2002,南,海淀区,wudaokou,当代城市家园,57398,4499302,558,0,39.92951630631759,116.30285224555193,56562,mock,当代城市家园 2室2厅
2015-12-29,92.4,1,14,10,2015,南北,海淀区,shangdi,华清嘉园,55206,5103349,136,0,39.974004990980994,116.25696833761204,63199,mock,华清嘉园 1室1厅
2015-12-31,45.1,2,8,8,1998,南北,海淀区,haidian,涧桥泊屋,56361,2540768,126,0,39.97132448972626,116.25191308771252,55420,mock,涧桥泊屋 2室2厅
2015-12-31,94.1,3,2,10,2018,东西,海淀区,wudaokou,上地东里,71266,6705225,178,0,39.92754814018077,116.28535989869687,61127,mock,上地东里 3室3厅
2016-01-05,104.1,4,17,17,2002,南北,海淀区,zhongguancun,上地西里,58701,6111733,158,0,39.97340342152792,116.25505807887669,60453,mock,上地西里 4室4厅
2016-01-09,40.0,2,17,20,2018,北,海淀区,balizhuang,曙光花园,57329,2293190,273,0,39.97094793487931,116.3024821190596,56318,mock,曙光花园 2室2厅
2016-01-10,123.8,1,14,17,2020,东南,海淀区,wudaokou,观山园,64148,7942962,135,0,39.93840659597133,116.27117751020714,60949,mock,观山园 1室1厅
2016-01-13,134.9,3,14,19,2012,东西,海淀区,shangdi,万城华府,56418,7613277,323,0,39.95451677569129,116.25785258000747,47884,mock,万城华府 3室3厅
2016-01-31,91.4,3,27,12,2018,东南,海淀区,haidian,郦城,53624,4902743,100,0,39.96655233737265,116.2768070205905,56565,mock,郦城 3室3厅
2016-02-01,77.3,3,18,26,2012,西南,海淀区,balizhuang,观山园,60761,4696619,508,0,39.942269696887145,116.3021857906009,64948,mock,观山园 3室3厅
2016-02-10,67.3,2,2,25,2020,东西,海淀区,xierqi,观山园,64074,4311189,343,0,39.95352595667747,116.27227017096118,60609,mock,观山园 2室2厅
2016-02-16,86.3,2,15,11,2015,北,海淀区,zizhuyuan,郦城,64685,5585441,1714,0,39.94488414961805,116.29523190443021,66591,mock,郦城 2室2厅
2016-02-20,113.4,2,23,26,2005,北,海淀区,zizhuyuan,涧桥泊屋,69004,7828198,211,0,39.93380506951145,116.27436492795358,66420,mock,涧桥泊屋 2室2厅
2016-02-24,112.4,1,1,24,2018,东西,海淀区,shoujingmao,曙光花园,60444,6795213,556,0,39.924260459871995,116.25481080084492,55508,mock,曙光花园 1室1厅
2016-02-29,96.0,1,17,30,2005,东西,海淀区,wudaokou,涧桥泊屋,66105,6347751,134,0,39.977352202596116,116.29404651487386,64443,mock,涧桥泊屋 1室1厅
2016-03-02,58.2,3,6,10,2002,南北,海淀区,zizhuyuan,紫金庄园,69365,4039820,423,0,39.92923517058698,116.30862190059271,61321,mock,紫金庄园 3室3厅
2016-03-04,44.9,2,4,11,2020,南北,海淀区,wudaokou,涧桥泊屋,52762,2369197,140,0,39.92543356805606,116.29008019504458,51270,mock,涧桥泊屋 2室2厅
2016-03-07,56.4,2,5,11,1998,东西,海淀区,shangdi,博雅西园,50756,2862108,1759,0,39.94566638802416,116.27305959882958,45403,mock,博雅西园 2室2厅
2016-03-16,134.6,2,15,11,2015,东南,海淀区,wudaokou,万城华府,79012,10633666,100,0,39.95246969354604,116.25530921374194,74935,mock,万城华府 2室2厅
2016-03-17,74.4,3,4,30,2002,南,海淀区,wudaokou,美丽园,71709,5337224,470,0,39.96099103138673,116.2993550325547,78443,mock,美丽园 3室3厅
2016-03-19,114.4,1,5,19,2002,东西,海淀区,zhongguancun,上地东里,71782,8212867,483,0,39.93743857815839,116.26784956019956,77019,mock,上地东里 1室1厅
2016-03-20,88.4,1,13,19,2012,南北,海淀区,shoujingmao,万柳书院,58860,5205268,258,0,39.94181086744216,116.28846036343924,53843,mock,万柳书院 1室1厅
2016-03-25,79.6,2,8,9,2012,北,海淀区,xierqi,郦城,66174,5265233,623,0,39.93780720092119,116.28248217660943,61233,mock,郦城 2室2厅
2016-03-27,110.3,3,11,16,2020,东南,海淀区,zizhuyuan,涧桥泊屋,69097,7624721,100,0,39.94438353849642,116.26943940366641,70252,mock,涧桥泊屋 3室3厅
2016-03-30,96.4,3,25,15,2012,东西,海淀区,wudaokou,万城华府,72563,6995170,728,0,39.94426289009294,116.29625468262385,63289,mock,万城华府 3室3厅
2016-04-02,111.7,2,13,23,2018,南,海淀区,wudaokou,华清嘉园,59622,6657223,264,0,39.95006284266767,116.26929974828369,59378,mock,华清嘉园 2室2厅
2016-04-02,73.6,2,6,21,2008,北,海淀区,shoujingmao,上地东里,56329,4146245,1120,0,39.92011591485749,116.29354626281747,53320,mock,上地东里 2室2厅
2016-04-08,40.0,1,15,28,2008,东南,海淀区,balizhuang,博雅西园,69015,2760623,100,0,39.94985396500333,116.25929056089721,64024,mock,博雅西园 1室1厅
2016-04-08,115.2,3,1,25,2005,南北,海淀区,wudaokou,博雅西园,68202,7854011,724,0,39.952934577898404,116.26135174754343,66234,mock,博雅西园 3室3厅
2016-04-14,117.6,2,27,17,2005,东西,海淀区,haidian,万柳书院,65893,7750589,398,0,39.967688678212504,116.28015822558632,64695,mock,万柳书院 2室2厅
2016-04-15,87.8,3,13,22,2005,南北,海淀区,zizhuyuan,涧桥泊屋,67330,5909762,149,0,39.92732669095546,116.25666822883993,61160,mock,涧桥泊屋 3室3厅
2016-04-24,117.1,2,8,24,2018,南北,海淀区,haidian,上地东里,78067,9142496,100,0,39.96660790623252,116.30085285798329,76220,mock,上地东里 2室2厅
2016-05-01,49.7,2,19,26,2012,西南,海淀区,balizhuang,博雅西园,83336,4138782,100,0,39.940241544701436,116.2553820551409,76156,mock,博雅西园 2室2厅
2016-05-02,68.8,2,1,14,1998,东西,海淀区,xierqi,华清嘉园,62968,4331432,177,0,39.92681345553198,116.29029439173557,70724,mock,华清嘉园 2室2厅
2016-05-03,138.9,3,12,16,1998,东西,海淀区,xierqi,万柳书院,62445,8674684,100,0,39.95163918077599,116.30318211882573,57680,mock,万柳书院 3室3厅
2016-05-06,76.5,2,18,20,2015,北,海淀区,shangdi,博雅西园,67291,5145281,697,0,39.97149982590686,116.27781732446061,63820,mock,博雅西园 2室2厅
2016-05-22,114.0,2,13,27,1998,南,海淀区,xierqi,紫金庄园,61758,7037954,354,0,39.938964661030596,116.28761810607172,63968,mock,紫金庄园 2室2厅
2016-05-25,61.7,3,22,30,2015,东西,海淀区,balizhuang,博雅西园,72086,4448833,1069,0,39.97048498616152,116.28884681542507,77870,mock,博雅西园 3室3厅
2016-05-27,75.0,2,27,27,2008,北,海淀区,wudaokou,世纪城,71113,5334697,100,0,39.93365203261619,116.26677608595871,72787,mock,世纪城 2室2厅
2016-05-28,52.3,2,4,9,2018,东西,海淀区,wudaokou,华清嘉园,67438,3529378,139,0,39.932948255063586,116.25951823119898,61057,mock,华清嘉园 2室2厅
2016-05-29,69.7,1,2,6,2015,南,海淀区,zizhuyuan,上地东里,61715,4302068,1712,0,39.96925094055579,116.26688863814705,60223,mock,上地东里 1室1厅
2016-05-30,80.8,2,12,19,2018,南北,海淀区,haidian,当代城市家园,57975,4685799,491,0,39.96270667669946,116.30390131651006,52979,mock,当代城市家园 2室2厅
2016-06-12,84.9,3,25,10,2018,南,海淀区,zhongguancun,观山园,67638,5743886,620,0,39.970424019889364,116.28888189943986,65706,mock,观山园 3室3厅
2016-06-12,81.8,2,15,24,1998,北,海淀区,haidian,世纪城,72913,5963267,177,0,39.9747735466842,116.28394129032846,71460,mock,世纪城 2室2厅
2016-06-13,68.4,2,25,15,2020,南,海淀区,haidian,万柳书院,64582,4417524,600,0,39.971732178419494,116.26883252980335,70701,mock,万柳书院 2室2厅
2016-06-13,116.1,3,5,9,2012,东西,海淀区,zizhuyuan,万柳书院,69248,8037176,191,0,39.946909113680164,116.30883889317384,65975,mock,万柳书院 3室3厅
2016-06-21,74.2,1,9,22,2012,东南,海淀区,zizhuyuan,紫金庄园,65262,4843462,100,0,39.944657636482155,116.28887022231649,60998,mock,紫金庄园 1室1厅
2016-06-28,148.7,1,15,12,2020,西南,海淀区,shoujingmao,上地东里,69633,10356364,856,0,39.921207303311185,116.29516362826956,67132,mock,上地东里 1室1厅
2016-07-05,67.5,3,7,8,2002,东南,海淀区,zhongguancun,上地西里,61848,4176649,576,0,39.96938964984253,116.30333324544021,54754,mock,上地西里 3室3厅
2016-07-05,107.2,3,3,6,1998,南,海淀区,shoujingmao,当代城市家园,76703,8222438,231,0,39.95062760788079,116.26552754450188,73799,mock,当代城市家园 3室3厅
2016-07-06,94.1,3,13,7,2020,北,海淀区,zhongguancun,万城华府,63213,5945779,121,0,39.92988306481658,116.29134860141882,56079,mock,万城华府 3室3厅
2016-07-10,94.7,2,21,7,2005,北,海淀区,shangdi,曙光花园,76351,7232579,100,0,39.93548623574963,116.25681243853958,76392,mock,曙光花园 2室2厅
2016-07-12,110.1,2,16,24,2005,南,海淀区,haidian,美丽园,89070,9806439,296,0,39.93914740938923,116.27819492232202,81356,mock,美丽园 2室2厅
2016-07-13,93.8,3,2,11,2002,西南,海淀区,balizhuang,曙光花园,67036,6287037,879,0,39.97071353348965,116.28152591989858,70550,mock,曙光花园 3室3厅
2016-07-14,62.2,2,17,7,2018,南北,海淀区,balizhuang,美丽园,78518,4880185,274,0,39.9428310625922,116.2597821202159,78957,mock,美丽园 2室2厅
2016-07-19,96.7,4,7,10,2005,北,海淀区,balizhuang,郦城,53237,5148066,306,0,39.962287735995524,116.27034987195151,51590,mock,郦城 4室4厅
2016-07-22,82.6,2,10,6,1998,南北,海淀区,xierqi,紫金庄园,59009,4876770,239,0,39.978626253983094,116.25618728174449,60950,mock,紫金庄园 2室2厅
2016-07-23,100.4,2,16,19,2002,西南,海淀区,balizhuang,世纪城,64055,6429245,386,0,39.92862149643571,116.28134239583801,63256,mock,世纪城 2室2厅
2016-07-24,99.8,1,11,19,2002,东南,海淀区,wudaokou,涧桥泊屋,64324,6418491,630,0,39.97489579619776,116.26017381111427,53913,mock,涧桥泊屋 1室1厅
2016-07-26,96.1,3,3,27,1998,南北,海淀区,zizhuyuan,紫金庄园,83671,8039017,424,0,39.93643932689258,116.28558337139805,91998,mock,紫金庄园 3室3厅
2016-07-28,94.8,2,16,7,1998,北,海淀区,shangdi,世纪城,69706,6607312,100,0,39.96351113288165,116.26938067190318,65396,mock,世纪城 2室2厅
2016-08-02,53.8,1,26,23,2005,南,海淀区,zhongguancun,当代城市家园,68630,3689892,100,0,39.9330904597756,116.30612268967843,59955,mock,当代城市家园 1室1厅
2016-08-04,106.3,1,20,27,2020,北,海淀区,xierqi,博雅西园,68109,7242977,100,0,39.965707891482666,116.27319243040938,63896,mock,博雅西园 1室1厅
2016-08-05,59.6,3,7,21,2020,南北,海淀区,shangdi,博雅西园,82586,4925948,170,0,39.95927727161093,116.2925588576882,73615,mock,博雅西园 3室3厅
2016-08-18,52.4,3,5,23,2002,西南,海淀区,shangdi,美丽园,77443,4055504,1532,0,39.96639006150482,116.25637595428755,74508,mock,美丽园 3室3厅
2016-08-20,112.2,3,11,15,2020,南,海淀区,zhongguancun,万柳书院,79022,8867479,125,0,39.95237337322973,116.29367683060384,80634,mock,万柳书院 3室3厅
2016-09-07,47.5,3,16,14,2020,南北,海淀区,zizhuyuan,博雅西园,64709,3073365,221,0,39.97447031083301,116.28042357880432,61272,mock,博雅西园 3室3厅
2016-09-08,129.3,3,2,7,2005,北,海淀区,haidian,紫金庄园,63285,8179786,1103,0,39.92235117960054,116.27507676190294,69917,mock,紫金庄园 3室3厅
2016-09-11,91.9,2,2,27,2015,北,海淀区,haidian,曙光花园,63663,5852268,912,0,39.95150296041473,116.29243673471434,61931,mock,曙光花园 2室2厅
2016-09-13,119.4,3,13,7,2018,南北,海淀区,shoujingmao,涧桥泊屋,89092,10635515,1088,0,39.95136384068341,116.26749528768967,90747,mock,涧桥泊屋 3室3厅
2016-09-17,117.4,4,14,26,2020,南,海淀区,shangdi,万城华府,73672,8649811,1844,0,39.92840504091419,116.28109977914183,75461,mock,万城华府 4室4厅
2016-09-18,71.5,2,3,9,2018,南北,海淀区,zhongguancun,上地东里,75770,5419289,552,0,39.93633892383087,116.25705011041275,77089,mock,上地东里 2室2厅
2016-09-19,92.6,2,1,29,2020,北,海淀区,zizhuyuan,郦城,63115,5847265,100,0,39.92964848308505,116.282924027362,59543,mock,郦城 2室2厅
2016-09-21,91.9,4,23,26,1998,东西,海淀区,zhongguancun,博雅西园,73744,6776322,875,0,39.94730745386197,116.28335472102447,68937,mock,博雅西园 4室4厅
2016-09-25,45.4,3,19,18,2015,东南,海淀区,shoujingmao,万城华府,67414,3062820,292,0,39.95646516098574,116.26472113884998,65872,mock,万城华府 3室3厅
2016-09-28,42.4,2,6,6,2020,北,海淀区,haidian,涧桥泊屋,90337,3828203,373,0,39.927195311535634,116.26924398554068,88523,mock,涧桥泊屋 2室2厅
2016-10-10,97.1,2,22,18,2012,西南,海淀区,shangdi,博雅西园,59548,5783406,827,0,39.95827725576109,116.30001858804864,66361,mock,博雅西园 2室2厅
2016-10-13,91.0,4,21,28,2008,东西,海淀区,wudaokou,上地东里,68316,6214361,1011,0,39.951246088510054,116.28698998361371,63240,mock,上地东里 4室4厅
2016-10-14,110.8,2,3,8,2012,南北,海淀区,zhongguancun,紫金庄园,76450,8470667,583,0,39.96936742111261,116.2946526994166,78808,mock,紫金庄园 2室2厅
2016-10-20,150.7,2,22,19,2005,南北,海淀区,zizhuyuan,上地东里,61610,9281858,118,0,39.927220426414586,116.25591223603007,67152,mock,上地东里 2室2厅
2016-10-21,117.2,3,22,13,2008,南,海淀区,wudaokou,华清嘉园,79385,9307636,691,0,39.96823751045316,116.28315005804447,74517,mock,华清嘉园 3室3厅
2016-10-23,71.6,3,23,21,2012,东南,海淀区,shoujingmao,博雅西园,67772,4854387,316,0,39.933916825766964,116.27345435975433,75889,mock,博雅西园 3室3厅
2016-11-02,80.4,1,25,24,1998,西南,海淀区,zhongguancun,万城华府,76361,6139695,904,0,39.95919123134947,116.2709431454677,69209,mock,万城华府 1室1厅
2016-11-05,90.6,2,24,16,2012,西南,海淀区,haidian,博雅西园,68949,6247956,133,0,39.921105663124294,116.27593444703355,67194,mock,博雅西园 2室2厅
2016-11-16,93.6,1,9,9,2015,北,海淀区,zhongguancun,万城华府,77326,7241556,427,0,39.97739687726501,116.25413748098138,74459,mock,万城华府 1室1厅
